Coding system	Code	Code name	Concept	Concept name	Tags	Origin
ICD10	-		C0865683	Chronic interstitial myocarditis with mention of arteriosclerosis		
ICD10	-		C0865684	Fibroid myocarditis with mention of arteriosclerosis		
ICD10	-		C0865685	Senile myocarditis with mention of arteriosclerosis		
ICD10	-		C2118532	tuberculous myocarditis		
ICD10	-		C2830256	Acute Chagas' disease with myocarditis		
ICD10	-		C2830257	Chagas' disease (chronic) with myocarditis		
ICD10	-		C2880087	Typhoid myocarditis		
ICD10	-		C2882053	Any condition in I00 with myocarditis		
ICD10	-		C2887078	Scarlet fever with myocarditis		
ICD10	-		C2977049	Influenza due to other identified influenza virus with myocarditis		
ICD10	-		C2977061	Influenza due to unidentified influenza virus with myocarditis		
ICD10	-		C3264390	Influenza due to identified novel influenza A virus with myocarditis		
ICD10	-		C3463914	Subacute myocarditis		
ICD10	I51.4	Myocarditis, unspecified	C0027059	Myocarditis	Narrow	CASEDEF
ICD10	I24.1	Dressler's syndrome	C0152107	Postmyocardial infarction syndrome		NARROWER (C0027059)
ICD10	-		C0155690	Septic myocarditis		
ICD10	-		C3670881	Granulomatous myocarditis	Narrow	
ICD10	I41	Myocarditis in diseases classified elsewhere	C0694498	Myocarditis in diseases classified elsewhere	Narrow	NARROWER (C0027059)
ICD10	I41.0	Myocarditis in bacterial diseases classified elsewhere			Narrow	DESC (I41)
ICD10	I41.1	Myocarditis in viral diseases classified elsewhere			Narrow	DESC (I41)
ICD10	I41.2	Myocarditis in other infectious and parasitic diseases classified elsewhere			Narrow	DESC (I41)
ICD10	I41.8	Myocarditis in other diseases classified elsewhere			Narrow	DESC (I41)
ICD10	-		C4039176	Myocarditis due to scarlet fever	Narrow	
ICD10	-		C0027060	Interstitial myocarditis	Narrow	
ICD10	-		C0151654	Myocardial fibrosis	Narrow	
ICD10	-		C4531194	Interstitial cardiac fibrosis	Possible	
ICD10	I40	Acute myocarditis	C0155686	Acute myocarditis	Narrow	CASEDEF
ICD10	I40.0	Infective myocarditis			Narrow	DESC (I40)
ICD10	I40.1	Isolated myocarditis			Narrow	DESC (I40)
ICD10	I40.8	Other acute myocarditis			Narrow	DESC (I40)
ICD10	I40.9	Acute myocarditis, unspecified			Narrow	DESC (I40)
ICD10	-		C0155689	Isolated (Fiedler's) myocarditis	Narrow	
ICD10	I01.2	Acute rheumatic myocarditis	C0155557	Acute rheumatic myocarditis	Narrow	NARROWER (C0155686)
ICD10	-		C0155687	Acute myocarditis in diseases classified elsewhere	Narrow	
ICD10	-		C0155687	Acute myocarditis in diseases classified elsewhere	Narrow	
ICD10	-		C0155692	Other acute myocarditis	Narrow	
ICD10	-		C0155686	Acute myocarditis	Narrow	
ICD10	-		C0155689	Isolated (Fiedler's) myocarditis	Narrow	
ICD10	-		C0155557	Acute rheumatic myocarditis	Narrow	
ICD10	-		C0155687	Acute myocarditis in diseases classified elsewhere	Narrow	
ICD10	-		C0155691	Toxic myocarditis	Narrow	
ICD10	-		C0264852	Chronic interstitial myocarditis	Narrow	
ICD10	-		C0264853	Fibroid myocarditis	Narrow	
ICD10	-		C2074697	fibroid chronic myocarditis	Narrow	
ICD10	-		C0264854	Senile myocarditis	Narrow	
ICD10	-		C0348611	Myocarditis in bacterial diseases classified elsewhere	Narrow	
ICD10	-		C0152952	Diphtheritic myocarditis	Narrow	
ICD10	-		C0579992	Acute myocarditis - diphtheritic	Narrow	
ICD10	-		C0348612	Myocarditis in viral diseases classified elsewhere	Narrow	
ICD10	-		C1388749	aseptic; myocarditis (manifestation)	Narrow	
ICD10	-		C0348613	Myocarditis in other infectious and parasitic diseases classified elsewhere	Narrow	
ICD10	-		C1391996	Chagas; cardiomyopathy (manifestation)	Narrow	
ICD10	-		C0348614	Myocarditis in other diseases classified elsewhere	Narrow	
ICD10	-		C1388630	arthritis; rheumatoid, with myocarditis (manifestation)	Narrow	
ICD10	-		C0865680	Myocarditis with mention of arteriosclerosis	Narrow	
ICD10	-		C0865681	Chronic myocarditis	Narrow	
ICD10	-		C0264756	Chronic rheumatic myopericarditis	Narrow	
ICD10	-		C0264852	Chronic interstitial myocarditis	Narrow	
ICD10	-		C0865682	Chronic myocarditis with mention of arteriosclerosis	Narrow	
ICD10	-		C0865683	Chronic interstitial myocarditis with mention of arteriosclerosis	Narrow	
ICD10	-		C0865684	Fibroid myocarditis with mention of arteriosclerosis	Narrow	
ICD10	-		C0865685	Senile myocarditis with mention of arteriosclerosis	Narrow	
ICD10CM	I09.0	Rheumatic myocarditis	C0489959	Rheumatoid myocarditis		SEARCH (myocarditis)
ICD10CM	M05.3	Rheumatoid myocarditis	C0489959	Rheumatoid myocarditis		SEARCH (myocarditis)
ICD10CM	M05.30	Rheumatoid heart disease with rheumatoid arthritis of unspecified site				DESC (M05.3)
ICD10CM	M05.31	Rheumatoid heart disease with rheumatoid arthritis of shoulder				DESC (M05.3)
ICD10CM	M05.311	Rheumatoid heart disease with rheumatoid arthritis of right shoulder				DESC (M05.3)
ICD10CM	M05.312	Rheumatoid heart disease with rheumatoid arthritis of left shoulder				DESC (M05.3)
ICD10CM	M05.319	Rheumatoid heart disease with rheumatoid arthritis of unspecified shoulder				DESC (M05.3)
ICD10CM	M05.32	Rheumatoid heart disease with rheumatoid arthritis of elbow				DESC (M05.3)
ICD10CM	M05.321	Rheumatoid heart disease with rheumatoid arthritis of right elbow				DESC (M05.3)
ICD10CM	M05.322	Rheumatoid heart disease with rheumatoid arthritis of left elbow				DESC (M05.3)
ICD10CM	M05.329	Rheumatoid heart disease with rheumatoid arthritis of unspecified elbow				DESC (M05.3)
ICD10CM	M05.33	Rheumatoid heart disease with rheumatoid arthritis of wrist				DESC (M05.3)
ICD10CM	M05.331	Rheumatoid heart disease with rheumatoid arthritis of right wrist				DESC (M05.3)
ICD10CM	M05.332	Rheumatoid heart disease with rheumatoid arthritis of left wrist				DESC (M05.3)
ICD10CM	M05.339	Rheumatoid heart disease with rheumatoid arthritis of unspecified wrist				DESC (M05.3)
ICD10CM	M05.34	Rheumatoid heart disease with rheumatoid arthritis of hand				DESC (M05.3)
ICD10CM	M05.341	Rheumatoid heart disease with rheumatoid arthritis of right hand				DESC (M05.3)
ICD10CM	M05.342	Rheumatoid heart disease with rheumatoid arthritis of left hand				DESC (M05.3)
ICD10CM	M05.349	Rheumatoid heart disease with rheumatoid arthritis of unspecified hand				DESC (M05.3)
ICD10CM	M05.35	Rheumatoid heart disease with rheumatoid arthritis of hip				DESC (M05.3)
ICD10CM	M05.351	Rheumatoid heart disease with rheumatoid arthritis of right hip				DESC (M05.3)
ICD10CM	M05.352	Rheumatoid heart disease with rheumatoid arthritis of left hip				DESC (M05.3)
ICD10CM	M05.359	Rheumatoid heart disease with rheumatoid arthritis of unspecified hip				DESC (M05.3)
ICD10CM	M05.36	Rheumatoid heart disease with rheumatoid arthritis of knee				DESC (M05.3)
ICD10CM	M05.361	Rheumatoid heart disease with rheumatoid arthritis of right knee				DESC (M05.3)
ICD10CM	M05.362	Rheumatoid heart disease with rheumatoid arthritis of left knee				DESC (M05.3)
ICD10CM	M05.369	Rheumatoid heart disease with rheumatoid arthritis of unspecified knee				DESC (M05.3)
ICD10CM	M05.37	Rheumatoid heart disease with rheumatoid arthritis of ankle and foot				DESC (M05.3)
ICD10CM	M05.371	Rheumatoid heart disease with rheumatoid arthritis of right ankle and foot				DESC (M05.3)
ICD10CM	M05.372	Rheumatoid heart disease with rheumatoid arthritis of left ankle and foot				DESC (M05.3)
ICD10CM	M05.379	Rheumatoid heart disease with rheumatoid arthritis of unspecified ankle and foot				DESC (M05.3)
ICD10CM	M05.39	Rheumatoid heart disease with rheumatoid arthritis of multiple sites				DESC (M05.3)
ICD10CM	I40	Acute myocarditis	C0155686	Acute myocarditis		SEARCH (myocarditis)
ICD10CM	I40.0	Infective myocarditis				DESC (I40)
ICD10CM	I40.1	Isolated myocarditis				DESC (I40)
ICD10CM	I40.8	Other acute myocarditis				DESC (I40)
ICD10CM	I40.9	Acute myocarditis, unspecified				DESC (I40)
ICD10CM	I51.4	Myocarditis, unspecified	C0027059	Myocarditis		SEARCH (myocarditis)
ICD10CM	-		C0155692	Other acute myocarditis		
ICD10CM	-		C0155689	Isolated (Fiedler's) myocarditis		
ICD10CM	I01.2	Acute rheumatic myocarditis	C0155557	Acute rheumatic myocarditis		SEARCH (myocarditis)
ICD10CM	-		C0155687	Acute myocarditis in diseases classified elsewhere		
ICD10CM	-		C0155690	Septic myocarditis		
ICD10CM	B58.81	Toxoplasma myocarditis	C0276804	Toxoplasma myocarditis		SEARCH (myocarditis)
ICD10CM	D86.85	Sarcoid myocarditis	C0340432	Sarcoid heart muscle disease		SEARCH (myocarditis)
ICD10CM	A39.52	Meningococcal myocarditis	C0152961	Meningococcal myocarditis		SEARCH (myocarditis)
ICD10CM	A52.06	Syphilitic myocarditis	C0153165	Syphilitic myocarditis		SEARCH (myocarditis)
ICD10CM	A36.81	Diphtheritic myocarditis	C0152952	Diphtheritic myocarditis		SEARCH (myocarditis)
ICD10CM	-		C0264856	Giant cell myocarditis		
ICD10CM	-		C0153106	Coxsackie myocarditis		
ICD10CM	-		C0155691	Toxic myocarditis		
ICD10CM	-		C0264752	Chronic rheumatic myocarditis		
ICD10CM	I42.3	Endomyocardial (eosinophilic) disease	C0264834	Primary eosinophilic endomyocardial restrictive cardiomyopathy		SEARCH (myocarditis)
ICD10CM	-		C0264852	Chronic interstitial myocarditis		
ICD10CM	B33.22	Viral myocarditis	C0276138	Viral myocarditis		SEARCH (myocarditis)
ICD10CM	-		C0276513	Subacute myocarditis with AIDS (acquired immunodeficiency syndrome)		
ICD10CM	-		C0348611	Myocarditis in bacterial diseases classified elsewhere		
ICD10CM	-		C0348612	Myocarditis in viral diseases classified elsewhere		
ICD10CM	-		C0348613	Myocarditis in other infectious and parasitic diseases classified elsewhere		
ICD10CM	-		C0348614	Myocarditis in other diseases classified elsewhere		
ICD10CM	-		C0398355	Acute myocarditis - meningococcal		
ICD10CM	-		C0729608	Myocarditis due to infectious agent		
ICD10CM	B33.24	Viral cardiomyopathy	C0264797	Dilated cardiomyopathy due to viral myocarditis		SEARCH (myocarditis)
ICD10CM	-		C0264853	Fibroid myocarditis		
ICD10CM	-		C0264854	Senile myocarditis		
ICD10CM	-		C0264855	Isolated diffuse granulomatous myocarditis		
ICD10CM	B26.82	Mumps myocarditis	C0276320	Mumps myocarditis		SEARCH (myocarditis)
ICD10CM	J11.82	Influenzal myocarditis NOS	C0276350	Myocarditis due to influenza virus		SEARCH (myocarditis)
ICD10CM	-		C0276432	aseptic myocarditis of newborn		
ICD10CM	-		C0340405	Acute aseptic myocarditis of the newborn		
ICD10CM	-		C0340407	Acute myocarditis - influenzal		
ICD10CM	-		C0340409	Septic myocarditis - streptococcal		
ICD10CM	-		C0340410	Septic myocarditis - staphylococcal		
ICD10CM	-		C0340411	Septic myocarditis - pneumococcal		
ICD10CM	-		C0340412	Acute myocarditis - tuberculous		
ICD10CM	-		C0340413	Acute myocarditis - syphilitic		
ICD10CM	-		C0553979	Acute myocarditis - toxoplasmosis		
ICD10CM	-		C0579991	Acute myocarditis - coxsackie		
ICD10CM	-		C0579992	Acute myocarditis - diphtheritic		
ICD10CM	A54.83	Gonococcal myocarditis	C2893394	Gonococcal myocarditis		SEARCH (myocarditis)
ICD10CM	-		C3661903	Myocarditis due to Influenza A virus subtype H1N1		
ICD10CM	-		C0027060	Interstitial myocarditis		
ICD10CM	-		C0151788	Eosinophilic myocarditis		
ICD10CM	-		C0264798	Dilated cardiomyopathy due to bacterial myocarditis		
ICD10CM	-		C0264799	Dilated cardiomyopathy due to fungal myocarditis		
ICD10CM	-		C0264800	Dilated cardiomyopathy due to protozoan myocarditis		
ICD10CM	-		C0264801	Dilated cardiomyopathy secondary to metazoal myocarditis		
ICD10CM	-		C0264851	Subacute interstitial myocarditis		
ICD10CM	-		C0264857	Myocarditis due to hypersensitivity state		
ICD10CM	-		C0264858	Myocarditis due to radiation		
ICD10CM	-		C0264859	Myocarditis due to chemical agent		
ICD10CM	-		C0264860	Myocarditis due to drug		
ICD10CM	-		C0264861	Myocarditis due to physical agent		
ICD10CM	-		C0276163	Adenoviral myocarditis		
ICD10CM	-		C0276309	Rubella myocarditis		
ICD10CM	-		C0276336	Measles myocarditis		
ICD10CM	-		C0276512	AIDS with acute myocarditis		
ICD10CM	-		C0276776	Protozoan myocarditis		
ICD10CM	-		C0340414	Q fever myocarditis		
ICD10CM	-		C0340415	Fungal myocarditis		
ICD10CM	-		C0340416	Parasitic myocarditis		
ICD10CM	I41	Myocarditis in diseases classified elsewhere	C0694498	Myocarditis in diseases classified elsewhere		SEARCH (myocarditis)
ICD10CM	-		C0865681	Chronic myocarditis		
ICD10CM	-		C1384588	Bacterial myocarditis		
ICD10CM	-		C1531771	Coxsackie myocarditis of newborn		
ICD10CM	-		C1690442	Acute myocarditis associated with another disorder		
ICD10CM	-		C1719813	Myocarditis with AIDS (acquired immunodeficiency syndrome)		
ICD10CM	-		C1960273	Lymphocytic myocarditis		
ICD10CM	-		C2585300	Family history of myocarditis		
ICD10CM	-		C3531948	Myocarditis due to Genus Rickettsia		
ICD10CM	-		C3531950	Myocarditis due to Genus Candida		
ICD10CM	-		C3531951	Myocarditis due to Genus Aspergillus		
ICD10CM	-		C3531952	Myocarditis due to echovirus		
ICD10CM	-		C3531953	Myocarditis due to Order Spirochaetales		
ICD10CM	-		C3532017	Myocarditis due to Genus Borrelia		
ICD10CM	-		C3532265	Fetal myocarditis		
ICD10CM	-		C3532347	Cardiovascular abnormality due to infective myocarditis		
ICD10CM	-		C3839467	Heart failure with reduced ejection fraction due to myocarditis		
ICD10CM	-		C4039176	Myocarditis due to scarlet fever		
ICD10CM	-		C4040593	Myocarditis due to Influenza A virus		
ICD10CM	-		C4076233	Myocarditis co-occurrent with human immunodeficiency virus infection		
ICD10CM	-		C5396716	Myocarditis due to childhood type dermatomyositis		
ICD10CM	-		C5397158	Myocarditis due to COVID-19		
ICD10CM	-		C5397305	Myocarditis due to Chaga disease		
ICD10CM	-		C5397337	Myocarditis due to autoimmune disease		
ICD10CM	-		C5437446	Myocarditis due to Kawasaki disease		
ICD10CM	-		C5547370	Dilated cardiomyopathy due to parasitic myocarditis		
ICD10CM	-		C0865640	myocarditis; acute or subacute		
ICD10CM	-		C0865641	Acute or subacute interstitial myocarditis		
ICD10CM	-		C0865642	Acute or subacute myocarditis, Fiedler's		
ICD10CM	-		C0865643	Acute or subacute myocarditis, giant cell		
ICD10CM	-		C0865644	Acute or subacute myocarditis, isolated		
ICD10CM	-		C0865645	Isolated diffuse myocarditis		
ICD10CM	-		C0865646	Isolated diffuse acute or subacute myocarditis		
ICD10CM	-		C0865647	Isolated granulomatous myocarditis		
ICD10CM	-		C0865648	Isolated granulomatous acute or subacute myocarditis		
ICD10CM	-		C0865649	Isolated diffuse granulomatous acute or subacute myocarditis		
ICD10CM	-		C0865650	Acute or subacute myocarditis, nonspecific granulomatous		
ICD10CM	-		C0865651	Acute or subacute myocarditis, pneumococcal		
ICD10CM	-		C0865652	Acute or subacute myocarditis, staphylococcal		
ICD10CM	-		C0865680	Myocarditis with mention of arteriosclerosis		
ICD10CM	-		C0865682	Chronic myocarditis with mention of arteriosclerosis		
ICD10CM	-		C0865683	Chronic interstitial myocarditis with mention of arteriosclerosis		
ICD10CM	-		C0865684	Fibroid myocarditis with mention of arteriosclerosis		
ICD10CM	-		C0865685	Senile myocarditis with mention of arteriosclerosis		
ICD10CM	A18.84	Tuberculous myocarditis	C2118532	tuberculous myocarditis		SEARCH (myocarditis)
ICD10CM	B57.0	Acute Chagas' disease with myocarditis	C2830256	Acute Chagas' disease with myocarditis		SEARCH (myocarditis)
ICD10CM	B57.2	Chagas' disease (chronic) with myocarditis	C2830257	Chagas' disease (chronic) with myocarditis		SEARCH (myocarditis)
ICD10CM	A01.02	Typhoid myocarditis	C2880087	Typhoid myocarditis		SEARCH (myocarditis)
ICD10CM	-		C2882053	Any condition in I00 with myocarditis		
ICD10CM	A38.1	Scarlet fever with myocarditis	C2887078	Scarlet fever with myocarditis		SEARCH (myocarditis)
ICD10CM	J10.82	Influenza due to other identified influenza virus with myocarditis	C2977049	Influenza due to other identified influenza virus with myocarditis		SEARCH (myocarditis)
ICD10CM	-		C2977061	Influenza due to unidentified influenza virus with myocarditis		
ICD10CM	J09.X9	Influenza due to identified novel influenza A virus with myocarditis	C3264390	Influenza due to identified novel influenza A virus with myocarditis		SEARCH (myocarditis)
ICD10CM	-		C3463914	Subacute myocarditis		
ICD10CM	I51.4	Myocarditis, unspecified	C0027059	Myocarditis	Narrow	CASEDEF
ICD10CM	I24.1	Dressler's syndrome	C0152107	Postmyocardial infarction syndrome		NARROWER (C0027059)
ICD10CM	-		C0155690	Septic myocarditis		
ICD10CM	-		C3670881	Granulomatous myocarditis	Narrow	
ICD10CM	I41	Myocarditis in diseases classified elsewhere	C0694498	Myocarditis in diseases classified elsewhere	Narrow	NARROWER (C0027059)
ICD10CM	-		C4039176	Myocarditis due to scarlet fever	Narrow	
ICD10CM	-		C0027060	Interstitial myocarditis	Narrow	
ICD10CM	-		C0151654	Myocardial fibrosis	Narrow	
ICD10CM	-		C4531194	Interstitial cardiac fibrosis	Possible	
ICD10CM	I40	Acute myocarditis	C0155686	Acute myocarditis	Narrow	CASEDEF
ICD10CM	I40.0	Infective myocarditis			Narrow	DESC (I40)
ICD10CM	I40.1	Isolated myocarditis			Narrow	DESC (I40)
ICD10CM	I40.8	Other acute myocarditis			Narrow	DESC (I40)
ICD10CM	I40.9	Acute myocarditis, unspecified			Narrow	DESC (I40)
ICD10CM	-		C0155689	Isolated (Fiedler's) myocarditis	Narrow	
ICD10CM	I01.2	Acute rheumatic myocarditis	C0155557	Acute rheumatic myocarditis	Narrow	NARROWER (C0155686)
ICD10CM	-		C0155687	Acute myocarditis in diseases classified elsewhere	Narrow	
ICD10CM	-		C0155687	Acute myocarditis in diseases classified elsewhere	Narrow	
ICD10CM	-		C0155692	Other acute myocarditis	Narrow	
ICD10CM	-		C0155686	Acute myocarditis	Narrow	
ICD10CM	-		C0155689	Isolated (Fiedler's) myocarditis	Narrow	
ICD10CM	-		C0155557	Acute rheumatic myocarditis	Narrow	
ICD10CM	-		C0155687	Acute myocarditis in diseases classified elsewhere	Narrow	
ICD10CM	-		C0155691	Toxic myocarditis	Narrow	
ICD10CM	-		C0264852	Chronic interstitial myocarditis	Narrow	
ICD10CM	-		C0264853	Fibroid myocarditis	Narrow	
ICD10CM	-		C2074697	fibroid chronic myocarditis	Narrow	
ICD10CM	-		C0264854	Senile myocarditis	Narrow	
ICD10CM	-		C0348611	Myocarditis in bacterial diseases classified elsewhere	Narrow	
ICD10CM	A36.81	Diphtheritic myocarditis	C0152952	Diphtheritic myocarditis	Narrow	NARROWER (C0348611)
ICD10CM	-		C0579992	Acute myocarditis - diphtheritic	Narrow	
ICD10CM	-		C0348612	Myocarditis in viral diseases classified elsewhere	Narrow	
ICD10CM	-		C1388749	aseptic; myocarditis (manifestation)	Narrow	
ICD10CM	-		C0348613	Myocarditis in other infectious and parasitic diseases classified elsewhere	Narrow	
ICD10CM	-		C1391996	Chagas; cardiomyopathy (manifestation)	Narrow	
ICD10CM	-		C0348614	Myocarditis in other diseases classified elsewhere	Narrow	
ICD10CM	-		C1388630	arthritis; rheumatoid, with myocarditis (manifestation)	Narrow	
ICD10CM	-		C0865680	Myocarditis with mention of arteriosclerosis	Narrow	
ICD10CM	-		C0865681	Chronic myocarditis	Narrow	
ICD10CM	I09.2	Chronic rheumatic myopericarditis	C0264756	Chronic rheumatic myopericarditis	Narrow	NARROWER (C0865681)
ICD10CM	-		C0264852	Chronic interstitial myocarditis	Narrow	
ICD10CM	-		C0865682	Chronic myocarditis with mention of arteriosclerosis	Narrow	
ICD10CM	-		C0865683	Chronic interstitial myocarditis with mention of arteriosclerosis	Narrow	
ICD10CM	-		C0865684	Fibroid myocarditis with mention of arteriosclerosis	Narrow	
ICD10CM	-		C0865685	Senile myocarditis with mention of arteriosclerosis	Narrow	
ICD9CM	398.0	Rheumatic myocarditis	C0489959	Rheumatoid myocarditis		SEARCH (myocarditis)
ICD9CM	422	Acute myocarditis	C0155686	Acute myocarditis		SEARCH (myocarditis)
ICD9CM	422.0	Acute myocarditis in diseases classified elsewhere				DESC (422)
ICD9CM	422.9	Other and unspecified acute myocarditis				DESC (422)
ICD9CM	422.90	Acute myocarditis, unspecified				DESC (422)
ICD9CM	422.91	Idiopathic myocarditis				DESC (422)
ICD9CM	422.92	Septic myocarditis				DESC (422)
ICD9CM	422.93	Toxic myocarditis				DESC (422)
